HomePlanet,CryoSleep,Destination,Age,VIP,Cabin_ID_1,Cabin_ID_2,Cabin_ID_3,GroupRank,GroupSize,RoomService_Cat,FoodCourt_Cat,ShoppingMall_Cat,Spa_Cat,VRDeck_Cat,EssentialSpendingCat,NonEssentialSpendingCat,Transported
0.0,0,0.0,25.0,0,10,206,4,1,1,0,3,0,2,1,3,2,1
1.0,1,0.0,32.0,0,14,856,3,1,1,0,0,0,0,0,0,0,1
1.0,1,0.0,14.0,0,14,862,4,1,1,0,0,0,0,0,0,0,1
1.0,1,0.0,16.0,0,14,863,4,1,1,0,0,0,0,0,0,0,1
1.0,1,2.0,51.0,0,14,864,4,1,1,0,0,0,0,0,0,0,1
0.0,1,0.0,21.0,0,9,181,3,1,2,0,0,0,0,0,0,0,1
0.0,1,2.0,31.0,0,9,181,3,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,9.0,0,1,173,0,1,5,0,0,0,0,0,0,0,0
1.0,0,0.0,7.0,0,14,857,3,2,5,0,0,0,0,0,0,0,1
1.0,0,0.0,3.0,0,14,857,3,3,5,0,0,0,0,0,0,0,1
1.0,1,0.0,2.0,0,14,857,3,4,5,0,0,0,0,0,0,0,1
1.0,0,2.0,7.0,0,14,857,3,5,5,0,0,0,0,0,0,0,0
2.0,0,0.0,18.0,0,13,1019,4,1,2,3,0,1,1,0,0,2,0
2.0,1,1.0,33.0,0,13,1019,4,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,23.0,0,13,1084,3,1,1,0,3,0,1,0,3,1,1
0.0,1,0.0,13.0,0,9,204,4,1,1,1,0,0,0,0,0,1,1
2.0,0,0.0,32.0,0,13,1021,4,1,1,3,0,2,2,0,0,2,0
0.0,1,0.0,27.0,0,9,182,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,23.0,0,13,1085,3,1,1,0,2,0,2,0,2,2,1
0.0,0,0.0,25.0,0,10,208,4,1,1,0,3,0,0,2,3,2,1
1.0,0,0.0,18.0,0,13,1086,3,1,1,2,0,0,2,0,0,2,0
2.0,1,2.0,23.0,0,13,1087,3,1,1,0,0,0,0,0,0,0,1
0.0,1,2.0,31.0,0,12,330,3,1,2,0,0,0,0,0,0,0,1
0.0,0,0.0,32.0,0,12,330,3,2,2,0,3,0,2,2,3,2,0
2.0,1,0.0,22.0,0,13,1090,3,1,1,0,0,0,1,1,0,1,1
2.0,1,0.0,38.0,0,13,1091,3,1,1,0,0,0,1,0,0,1,1
1.0,0,1.0,21.0,0,13,1023,4,1,1,3,1,0,1,0,1,2,1
2.0,1,0.0,28.0,0,13,1092,3,1,1,0,0,0,0,0,0,0,1
0.0,0,0.0,38.0,0,9,183,3,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,20.0,0,13,1094,3,1,1,0,0,3,2,0,0,2,1
1.0,0,0.0,23.0,0,13,1095,3,1,1,0,1,2,0,2,1,2,0
1.0,0,0.0,48.0,0,14,862,3,1,1,2,0,1,0,1,0,1,1
1.0,1,2.0,15.0,0,14,867,4,1,2,0,0,0,0,0,0,0,1
1.0,0,0.0,30.0,0,14,867,4,2,2,0,2,1,0,1,2,1,1
2.0,0,0.0,40.0,0,13,1024,4,1,1,2,0,3,1,1,0,2,1
1.0,0,0.0,36.0,0,14,868,4,1,1,0,0,1,3,0,0,2,0
1.0,1,0.0,20.0,0,14,869,4,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,17.0,0,12,332,3,1,1,1,0,3,2,1,0,2,0
0.0,0,2.0,38.0,0,10,168,3,1,2,0,2,0,2,3,2,2,0
0.0,1,2.0,38.0,0,10,168,3,2,2,0,0,0,0,0,0,0,1
2.0,0,1.0,14.0,0,11,167,3,1,2,3,0,2,0,0,0,2,0
2.0,0,0.0,29.0,0,12,333,3,2,2,2,0,1,3,0,0,2,0
1.0,0,0.0,21.0,0,12,334,3,1,1,1,0,1,3,1,0,2,1
0.0,0,0.0,18.0,0,10,169,3,1,1,0,3,0,2,3,3,2,0
2.0,0,0.0,26.0,0,11,168,3,1,1,2,0,3,0,1,0,2,1
0.0,0,0.0,35.0,0,10,170,3,1,1,1,3,0,3,2,3,2,0
2.0,0,2.0,46.0,0,13,1026,4,1,1,3,1,3,0,2,1,3,0
0.0,1,2.0,13.0,0,9,205,4,1,2,0,0,0,0,0,0,0,1
0.0,0,0.0,39.0,0,9,205,4,2,2,1,3,2,0,2,3,2,1
2.0,0,1.0,49.0,0,11,161,4,1,2,3,0,2,0,0,0,2,0
2.0,0,0.0,28.0,0,12,339,4,2,2,0,0,0,0,0,0,0,0
1.0,0,0.0,27.0,0,13,1098,3,1,2,0,2,0,2,1,2,2,1
1.0,1,0.0,21.0,0,14,865,3,2,2,0,0,1,0,0,0,1,1
1.0,0,0.0,29.0,0,12,340,4,1,1,0,1,0,3,0,1,3,0
1.0,0,0.0,27.0,0,13,1099,3,1,1,0,1,2,1,2,1,2,0
2.0,1,0.0,38.0,0,13,1100,3,1,1,0,0,0,0,0,0,0,1
1.0,0,1.0,18.0,0,13,1101,3,1,1,0,1,0,2,0,1,2,1
0.0,1,2.0,35.0,0,12,336,3,1,1,0,0,0,0,0,0,0,1
2.0,1,0.0,37.0,0,13,1102,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,60.0,0,12,337,3,1,1,3,1,0,0,0,1,3,0
0.0,1,0.0,31.0,0,12,338,3,1,1,0,0,0,0,0,0,0,1
0.0,1,0.0,4.0,0,10,209,4,1,3,0,0,0,0,0,0,0,1
1.0,0,0.0,34.0,0,10,209,4,2,3,0,3,0,2,3,3,2,1
0.0,0,2.0,46.0,0,10,209,4,3,3,0,3,0,3,2,3,2,1
1.0,0,0.0,18.0,0,14,870,4,1,1,0,0,2,3,1,0,2,0
2.0,0,0.0,38.0,0,12,342,4,1,1,1,0,2,1,1,0,1,0
1.0,0,1.0,29.0,0,13,1029,4,1,1,0,1,3,1,0,1,2,1
0.0,1,0.0,13.0,0,10,210,4,1,2,0,0,0,0,0,0,0,1
0.0,1,0.0,26.0,0,10,210,4,2,2,0,0,0,0,0,0,0,1
0.0,0,0.0,30.0,0,10,173,3,1,1,0,1,0,3,3,1,3,0
1.0,0,0.0,42.0,0,13,1030,4,1,1,0,0,1,3,0,0,2,0
2.0,0,0.0,36.0,0,13,1104,3,1,1,2,0,3,1,0,0,2,0
1.0,0,2.0,23.0,0,13,1105,3,1,1,2,0,3,1,1,0,2,0
0.0,0,0.0,34.0,1,8,65,4,1,2,0,3,0,3,1,3,2,1
0.0,0,0.0,26.0,0,8,65,4,2,2,0,3,0,2,2,3,2,1
2.0,0,0.0,31.0,0,11,170,3,1,1,3,0,3,2,0,0,3,0
2.0,0,0.0,48.0,0,11,171,3,1,1,2,1,1,2,0,1,2,0
1.0,1,0.0,10.0,0,14,871,4,1,1,0,0,0,1,0,0,1,1
2.0,0,0.0,27.0,0,13,1106,3,1,2,1,0,3,0,1,0,2,1
2.0,0,0.0,32.0,0,13,1106,3,2,2,3,0,2,0,0,0,2,0
1.0,1,0.0,24.0,0,14,872,4,1,3,0,0,0,0,0,0,0,1
1.0,1,1.0,20.0,0,14,872,4,2,3,0,0,0,0,0,0,0,1
1.0,0,0.0,48.0,0,13,1032,4,3,3,1,2,0,3,1,2,2,1
2.0,0,0.0,35.0,1,12,343,4,1,1,2,1,2,2,0,1,2,0
2.0,0,0.0,14.0,0,11,172,3,1,1,2,0,3,0,0,0,2,1
2.0,0,0.0,28.0,0,11,173,3,1,1,1,0,3,0,0,0,2,1
2.0,0,0.0,29.0,0,13,1109,3,1,1,3,2,1,0,0,2,2,0
2.0,1,0.0,42.0,0,11,162,4,1,3,0,0,0,0,0,0,0,1
2.0,1,0.0,8.0,0,11,162,4,2,3,0,0,0,0,0,0,0,1
2.0,1,2.0,30.0,0,11,162,4,3,3,0,0,0,0,0,0,0,1
1.0,0,0.0,44.0,0,14,869,3,1,1,0,0,1,1,3,0,2,0
2.0,0,0.0,40.0,0,13,1034,4,1,1,3,0,2,0,1,0,2,0
1.0,0,0.0,38.0,0,13,1111,3,1,1,3,1,0,0,0,1,3,0
1.0,0,1.0,22.0,0,13,1035,4,1,1,1,1,0,2,1,1,1,0
2.0,0,0.0,32.0,0,11,174,3,1,2,3,0,3,2,0,0,3,0
2.0,0,0.0,16.0,0,11,174,3,2,2,3,0,2,0,3,0,3,0
2.0,0,0.0,33.0,0,11,163,4,1,1,3,2,3,2,0,2,3,0
0.0,0,0.0,38.0,0,9,206,4,1,1,1,3,2,2,3,3,2,0
1.0,0,0.0,23.0,0,14,870,3,1,1,0,2,0,1,0,2,1,1
1.0,0,0.0,16.0,0,14,871,3,1,1,1,2,0,1,2,2,1,1
1.0,0,1.0,16.0,0,14,872,3,1,5,2,0,2,0,2,0,2,0
1.0,0,0.0,11.0,0,14,872,3,2,5,0,0,0,0,0,0,0,0
1.0,0,0.0,22.0,0,13,1112,3,3,5,0,3,0,0,2,3,2,0
1.0,0,0.0,43.0,0,13,1112,3,4,5,0,0,0,0,3,0,3,0
1.0,1,1.0,20.0,0,14,872,3,5,5,0,0,0,0,0,0,0,1
1.0,0,0.0,22.0,0,13,1113,3,1,1,0,2,1,0,2,2,2,0
2.0,0,0.0,0.0,0,13,1114,3,1,4,0,1,0,0,0,1,0,1
2.0,0,0.0,30.0,0,12,340,3,2,4,2,0,2,3,0,0,2,0
2.0,1,0.0,18.0,0,13,1114,3,3,4,0,0,0,0,0,0,0,1
2.0,0,2.0,0.0,0,13,1114,3,4,4,0,0,1,0,0,0,1,1
2.0,0,0.0,41.0,0,12,349,4,1,1,2,0,3,1,1,0,2,0
1.0,0,0.0,39.0,0,13,1036,4,1,1,0,3,0,1,0,3,1,1
1.0,0,0.0,37.0,0,14,873,4,1,1,2,0,1,3,1,0,2,0
0.0,1,2.0,26.0,0,11,164,4,1,1,0,0,0,1,0,0,1,1
2.0,0,0.0,49.0,0,13,1116,3,1,2,2,0,1,0,2,0,2,0
2.0,0,0.0,28.0,0,12,341,3,2,2,2,0,3,2,0,0,2,1
2.0,0,1.0,13.0,0,13,1117,3,1,2,2,1,3,3,0,1,3,0
1.0,0,0.0,64.0,0,12,342,3,2,2,2,2,1,1,0,2,1,0
1.0,0,1.0,24.0,0,13,1037,4,1,1,1,0,1,0,3,0,2,0
1.0,1,0.0,18.0,0,13,1118,3,1,3,0,0,0,0,0,0,0,1
2.0,0,0.0,18.0,0,13,1118,3,2,3,3,0,2,0,0,0,2,0
2.0,0,0.0,25.0,0,13,1118,3,3,3,3,0,1,2,0,0,2,0
1.0,1,0.0,19.0,0,14,873,3,1,1,0,0,0,0,0,0,0,0
1.0,0,2.0,33.0,0,12,350,4,1,1,1,0,0,1,3,0,2,1
1.0,1,0.0,29.0,0,14,874,3,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,50.0,0,13,1121,3,1,1,3,0,2,2,0,0,2,0
1.0,0,0.0,30.0,0,3,1118,1,1,1,0,0,0,1,3,0,2,0
2.0,0,0.0,44.0,0,13,1123,3,1,1,3,1,0,1,0,1,2,1
1.0,1,1.0,52.0,0,14,875,3,1,1,0,0,0,0,0,0,0,0
1.0,1,0.0,7.0,0,14,875,4,1,3,0,0,0,0,0,0,0,1
1.0,0,2.0,30.0,0,13,1041,4,2,3,0,1,1,3,0,1,2,0
1.0,0,0.0,27.0,0,13,1041,4,3,3,3,0,0,0,0,0,3,0
0.0,1,2.0,24.0,0,9,207,4,1,1,0,0,0,0,0,0,0,1
1.0,0,2.0,13.0,0,13,1124,3,1,1,1,1,1,0,2,1,1,0
1.0,0,0.0,61.0,0,13,1125,3,1,1,0,1,3,1,0,1,2,0
1.0,1,0.0,32.0,0,14,876,3,1,1,0,0,1,0,0,0,1,1
2.0,1,2.0,17.0,0,13,1126,3,1,2,0,0,0,0,0,0,0,1
2.0,0,0.0,36.0,0,13,1126,3,2,2,0,0,0,0,0,0,0,1
1.0,1,1.0,16.0,0,14,877,3,1,1,0,0,0,0,0,0,0,1
1.0,0,1.0,21.0,0,13,1127,3,1,1,0,2,0,0,0,2,0,1
0.0,0,0.0,24.0,0,10,212,4,1,1,0,0,0,0,0,0,0,1
1.0,0,2.0,28.0,0,13,1044,4,1,1,0,1,0,3,1,1,2,0
2.0,0,0.0,29.0,0,12,343,3,1,1,3,3,1,0,0,3,2,0
2.0,0,2.0,13.0,0,12,344,3,1,1,3,0,2,2,2,0,2,0
1.0,0,0.0,39.0,0,13,1129,3,1,1,0,1,0,3,0,1,3,0
1.0,0,0.0,24.0,0,12,351,4,1,1,0,0,3,1,0,0,2,0
0.0,0,0.0,38.0,0,10,213,4,1,1,0,2,0,3,3,2,3,0
2.0,0,0.0,20.0,0,13,1131,3,1,1,2,2,3,2,0,2,2,0
1.0,0,0.0,21.0,0,13,1045,4,1,1,3,0,0,0,0,0,3,1
2.0,0,0.0,27.0,0,13,1132,3,1,3,1,1,3,2,0,1,2,0
1.0,0,0.0,49.0,0,13,1132,3,2,3,2,1,1,3,0,1,2,0
2.0,1,0.0,6.0,0,13,1132,3,3,3,0,0,0,0,0,0,0,1
0.0,1,2.0,41.0,0,9,185,3,1,5,0,0,0,0,0,0,0,1
0.0,0,2.0,33.0,1,9,185,3,2,5,0,3,3,3,3,3,3,0
0.0,0,0.0,6.0,0,9,185,3,3,5,0,0,0,0,0,0,0,1
0.0,0,2.0,35.0,0,9,185,3,4,5,0,3,0,2,3,3,2,0
0.0,0,0.0,46.0,0,9,185,3,5,5,0,3,1,2,3,3,2,0
1.0,0,0.0,31.0,0,13,1046,4,1,1,3,1,0,0,1,1,2,0
0.0,1,0.0,32.0,0,9,208,4,1,1,0,0,0,0,0,0,0,1
0.0,1,2.0,31.0,0,8,50,3,1,1,1,0,0,0,0,0,1,1
1.0,1,0.0,20.0,0,14,878,3,1,1,1,0,0,0,0,0,1,0
1.0,0,0.0,57.0,0,14,877,4,1,1,3,1,0,0,1,1,2,0
1.0,0,1.0,37.0,0,13,1047,4,1,1,0,0,3,1,0,0,2,1
1.0,1,0.0,21.0,0,3,1040,1,1,1,0,0,1,0,0,0,1,1
1.0,0,0.0,43.0,0,13,1134,3,1,1,0,0,1,1,0,0,1,0
1.0,0,0.0,49.0,0,14,879,4,1,1,3,0,1,1,0,0,2,1
1.0,0,0.0,17.0,0,14,880,4,1,1,0,2,2,2,0,2,2,1
2.0,0,0.0,29.0,0,13,1048,4,1,1,2,0,1,3,0,0,2,0
1.0,1,2.0,36.0,0,14,881,4,1,1,0,0,0,0,0,0,0,1
0.0,0,0.0,37.0,0,1,874,1,1,1,1,3,0,3,3,3,2,0
1.0,0,1.0,17.0,0,13,1135,3,1,1,1,0,0,0,3,0,2,0
2.0,1,2.0,45.0,0,13,1050,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,20.0,0,14,880,3,1,1,0,1,2,1,3,1,2,0
2.0,1,0.0,24.0,0,13,1136,3,1,1,0,0,0,0,0,0,0,1
0.0,1,0.0,28.0,0,9,186,3,1,4,0,0,0,0,0,0,0,1
0.0,0,0.0,15.0,0,9,186,3,2,4,0,1,3,0,2,1,2,1
0.0,0,0.0,53.0,0,9,186,3,3,4,0,3,0,3,2,3,2,0
0.0,1,0.0,51.0,0,9,186,3,4,4,0,0,0,0,0,0,0,1
1.0,1,0.0,14.0,0,14,881,3,1,2,0,0,0,0,1,0,1,1
1.0,1,0.0,1.0,0,14,881,3,2,2,0,0,0,0,0,0,0,0
2.0,0,0.0,26.0,0,13,1137,3,1,1,3,1,1,3,0,1,2,0
1.0,0,0.0,20.0,0,14,882,4,1,1,0,0,2,2,2,0,2,0
1.0,0,0.0,23.0,0,13,1052,4,1,1,0,2,2,3,1,2,2,0
1.0,0,0.0,22.0,0,13,1053,4,1,1,2,0,0,2,1,0,2,1
1.0,1,2.0,22.0,0,14,882,3,1,1,0,0,0,0,0,0,0,1
0.0,1,0.0,13.0,0,9,210,4,1,2,0,0,0,0,0,0,0,1
0.0,0,0.0,28.0,0,9,210,4,2,2,0,0,0,0,0,0,0,1
1.0,1,0.0,40.0,0,14,884,4,1,1,0,0,0,0,0,0,0,1
2.0,0,2.0,21.0,0,11,175,3,1,1,3,0,1,2,0,0,2,0
1.0,0,0.0,35.0,0,14,885,4,1,1,3,2,1,2,0,2,2,1
1.0,0,0.0,22.0,0,13,1140,3,1,1,2,3,0,0,0,3,2,0
0.0,1,0.0,37.0,0,11,166,4,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,21.0,0,12,356,4,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,50.0,0,7,356,1,1,1,0,2,0,3,1,2,2,0
1.0,0,0.0,27.0,0,13,1055,4,1,1,0,0,3,0,0,0,3,1
1.0,1,0.0,20.0,0,14,887,4,1,1,0,0,0,0,0,0,0,1
1.0,1,0.0,15.0,0,14,884,3,1,2,0,0,0,0,0,0,0,1
1.0,0,1.0,25.0,0,12,346,3,2,2,1,1,2,1,3,1,2,0
0.0,0,2.0,31.0,0,8,67,4,1,2,0,2,0,2,3,2,2,0
0.0,0,2.0,29.0,0,9,211,4,2,2,0,3,3,3,1,3,2,1
1.0,1,0.0,18.0,0,14,889,4,1,4,0,0,0,0,0,0,0,1
1.0,1,1.0,2.0,0,14,889,4,2,4,1,0,0,0,0,0,1,1
1.0,0,0.0,27.0,0,14,889,4,3,4,0,1,0,3,2,1,2,1
1.0,0,0.0,0.0,0,14,889,4,4,4,0,0,0,0,1,0,1,1
1.0,0,0.0,22.0,0,13,1141,3,1,1,3,0,1,0,0,0,2,0
2.0,0,0.0,29.0,0,12,357,4,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,56.0,0,14,890,4,1,1,0,1,3,0,0,1,3,1
1.0,0,0.0,28.0,0,13,1058,4,1,1,0,0,0,3,2,0,2,0
1.0,0,2.0,42.0,0,12,358,4,1,3,1,0,0,3,0,0,2,1
1.0,0,0.0,20.0,0,13,1059,4,2,3,0,0,0,3,0,0,3,1
1.0,0,0.0,27.0,0,13,1059,4,3,3,2,2,1,1,0,2,1,1
1.0,0,1.0,29.0,0,14,885,3,1,1,0,0,1,0,2,0,2,0
1.0,0,2.0,36.0,0,13,1060,4,1,1,1,0,3,1,0,0,2,1
1.0,0,0.0,23.0,0,13,1061,4,1,2,0,0,1,2,1,0,1,0
1.0,1,0.0,64.0,0,14,891,4,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,19.0,0,14,886,3,1,4,1,1,1,0,3,1,2,0
1.0,1,2.0,1.0,0,14,886,3,2,4,0,0,0,0,0,0,0,0
1.0,1,0.0,49.0,0,14,886,3,3,4,1,0,0,0,0,0,1,0
1.0,1,2.0,0.0,0,14,886,3,4,4,0,0,0,0,0,0,0,1
1.0,0,0.0,18.0,0,13,1143,3,1,1,0,2,1,0,2,2,2,0
0.0,0,2.0,39.0,0,10,174,3,1,1,3,2,0,1,3,2,2,0
2.0,0,0.0,37.0,0,12,347,3,1,2,1,1,3,2,0,1,2,0
2.0,1,0.0,44.0,0,13,1144,3,2,2,0,0,0,0,0,0,0,1
2.0,0,1.0,43.0,0,13,1145,3,1,2,3,0,3,0,0,0,3,0
2.0,1,0.0,33.0,0,13,1145,3,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,20.0,0,14,893,4,1,3,1,2,0,1,2,2,1,1
1.0,0,0.0,0.0,0,14,893,4,2,3,0,0,0,0,0,0,0,1
1.0,0,2.0,4.0,0,14,893,4,3,3,0,0,0,0,0,0,0,1
2.0,1,0.0,20.0,0,13,1062,4,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,50.0,0,13,1063,4,1,1,3,0,1,3,2,0,2,0
2.0,1,0.0,47.0,0,13,1146,3,1,2,0,0,0,0,0,0,0,1
2.0,1,0.0,17.0,0,13,1146,3,2,2,0,0,0,0,0,0,0,1
0.0,0,0.0,26.0,0,9,187,3,1,1,0,3,0,2,3,3,2,0
1.0,0,0.0,21.0,0,12,360,4,1,1,1,2,0,1,0,2,1,1
2.0,1,0.0,20.0,0,13,1147,3,1,1,0,0,0,0,1,0,1,1
0.0,1,0.0,26.0,0,10,175,3,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,29.0,1,13,1149,3,1,1,3,0,0,0,2,0,2,0
1.0,0,1.0,34.0,0,14,894,4,1,3,0,0,3,1,2,0,2,1
1.0,1,0.0,11.0,0,14,894,4,2,3,0,0,0,0,0,0,0,1
1.0,1,0.0,0.0,0,14,894,4,3,3,0,0,0,0,0,0,0,1
0.0,0,2.0,28.0,0,11,176,3,1,1,2,3,0,3,3,3,3,0
1.0,0,0.0,33.0,0,14,895,4,1,1,2,2,1,0,0,2,2,1
1.0,1,0.0,22.0,0,14,888,3,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,28.0,0,13,1150,3,1,3,0,0,0,0,0,0,0,0
2.0,1,0.0,11.0,0,13,1150,3,2,3,0,0,0,0,0,0,0,1
2.0,0,0.0,60.0,0,13,1150,3,3,3,1,1,3,3,2,1,2,0
1.0,0,1.0,43.0,0,14,896,4,1,1,1,0,2,1,3,0,2,1
1.0,0,0.0,27.0,0,12,361,4,1,1,0,1,3,3,1,1,2,0
1.0,1,0.0,37.0,0,14,890,3,1,1,0,0,0,0,0,0,0,1
1.0,1,2.0,23.0,0,14,897,4,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,57.0,0,11,168,4,1,1,3,0,3,0,1,0,2,0
0.0,1,0.0,29.0,0,8,51,3,1,4,0,0,0,0,0,0,0,1
0.0,0,0.0,28.0,0,8,51,3,2,4,0,2,0,2,3,2,2,0
0.0,0,0.0,42.0,0,8,51,3,3,4,0,3,3,2,3,3,3,0
0.0,0,0.0,43.0,0,8,51,3,4,4,1,2,3,2,2,2,2,0
0.0,1,0.0,26.0,0,10,176,3,1,1,0,0,0,0,0,0,0,1
0.0,0,2.0,72.0,0,12,349,3,1,1,3,3,0,3,1,3,2,0
0.0,0,0.0,49.0,0,9,188,3,1,2,0,3,2,2,3,3,2,0
0.0,1,2.0,29.0,1,9,188,3,2,2,0,0,0,0,0,0,0,1
1.0,1,0.0,18.0,0,14,891,3,1,1,0,0,0,0,0,0,0,0
1.0,0,2.0,26.0,0,14,900,4,1,1,0,2,0,0,2,2,2,1
2.0,1,2.0,19.0,0,13,1153,3,1,1,0,0,0,0,0,0,0,1
1.0,0,2.0,18.0,0,13,1154,3,1,1,3,0,2,0,0,0,2,0
1.0,0,2.0,14.0,0,13,1155,3,1,1,3,2,0,2,1,2,2,0
2.0,0,0.0,44.0,0,13,1156,3,1,2,2,0,2,0,3,0,2,0
2.0,1,0.0,34.0,0,13,1156,3,2,2,0,0,0,0,0,0,0,1
1.0,1,2.0,18.0,0,14,892,3,1,1,0,0,0,0,0,0,0,1
1.0,1,1.0,36.0,0,14,902,4,1,1,0,0,0,0,0,0,0,1
0.0,1,2.0,27.0,0,9,212,4,1,1,0,0,0,0,1,0,1,1
1.0,0,0.0,35.0,0,14,893,3,1,1,3,2,1,2,0,2,2,0
0.0,0,0.0,52.0,0,11,170,4,1,1,1,3,1,2,1,3,1,1
1.0,0,1.0,22.0,0,14,894,3,1,2,3,1,2,0,0,1,2,0
1.0,0,0.0,34.0,0,13,1158,3,2,2,2,0,3,0,1,0,2,1
1.0,0,1.0,37.0,0,14,895,3,1,1,0,0,1,3,1,0,2,0
1.0,0,2.0,22.0,0,13,1159,3,1,1,2,1,2,0,0,1,2,0
1.0,0,0.0,26.0,0,13,1160,3,1,1,0,2,0,1,2,2,2,1
1.0,0,2.0,14.0,0,12,363,4,1,1,2,1,0,0,2,1,2,0
2.0,1,2.0,53.0,0,13,1161,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,17.0,0,13,1163,3,1,1,0,3,0,3,1,3,2,0
1.0,0,0.0,30.0,0,13,1067,4,1,1,0,1,0,3,0,1,3,0
0.0,0,0.0,65.0,0,11,179,3,1,1,0,2,2,2,3,2,2,0
1.0,0,1.0,19.0,0,14,903,4,1,1,0,0,2,1,2,0,2,1
0.0,0,2.0,36.0,0,12,364,4,1,1,2,2,0,2,3,2,2,0
1.0,1,0.0,3.0,0,14,904,4,1,5,0,0,0,0,0,0,0,1
1.0,0,0.0,6.0,0,14,904,4,2,5,0,0,0,0,0,0,0,1
1.0,0,2.0,4.0,0,1,895,0,3,5,0,0,0,0,0,0,0,1
1.0,0,0.0,21.0,0,13,1069,4,4,5,3,3,2,0,2,3,2,1
1.0,1,2.0,8.0,0,14,904,4,5,5,0,0,0,0,0,0,0,1
0.0,1,0.0,35.0,0,9,190,3,1,2,0,0,0,0,0,0,0,1
0.0,0,2.0,18.0,0,9,190,3,2,2,0,3,0,2,2,3,2,1
1.0,0,0.0,34.0,0,12,365,4,1,1,2,3,0,3,3,3,3,0
0.0,1,2.0,45.0,0,9,213,4,1,2,0,0,0,0,0,0,0,1
0.0,0,0.0,31.0,0,9,213,4,2,2,0,3,1,2,3,3,2,1
1.0,0,0.0,14.0,0,13,1164,3,1,1,1,2,2,0,0,2,2,1
1.0,0,0.0,23.0,0,14,897,3,1,1,3,1,0,0,0,1,3,0
0.0,1,0.0,61.0,0,9,214,4,1,2,0,0,0,0,0,0,0,1
0.0,0,2.0,54.0,1,9,214,4,2,2,0,3,0,3,3,3,3,0
0.0,1,0.0,28.0,0,11,171,4,1,2,0,0,0,0,0,0,0,1
0.0,0,0.0,46.0,0,11,171,4,2,2,0,3,0,1,3,3,2,0
1.0,0,0.0,32.0,0,13,1072,4,1,1,2,3,0,2,1,3,2,1
1.0,1,2.0,49.0,0,14,906,4,1,1,0,0,0,0,0,0,0,1
1.0,1,2.0,20.0,0,14,907,4,1,1,0,0,0,0,0,0,0,1
1.0,0,1.0,25.0,0,13,1073,4,1,1,2,2,0,2,0,2,2,1
1.0,0,0.0,19.0,0,13,1075,4,1,1,0,2,0,0,1,2,1,1
1.0,1,2.0,28.0,0,14,908,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,68.0,0,13,1076,4,1,1,0,0,3,0,0,0,3,1
1.0,1,0.0,16.0,0,14,898,3,1,1,0,0,0,0,0,0,0,1
2.0,1,0.0,19.0,0,12,352,3,1,5,0,0,0,0,0,0,0,0
2.0,0,1.0,49.0,0,12,352,3,2,5,0,0,0,0,0,0,0,0
2.0,0,0.0,15.0,0,12,352,3,3,5,3,1,0,3,1,1,2,0
2.0,1,0.0,26.0,0,12,352,3,4,5,0,0,0,0,0,0,0,1
2.0,0,0.0,22.0,0,12,352,3,5,5,3,0,2,0,0,0,2,0
1.0,1,1.0,23.0,0,14,911,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,31.0,0,14,899,3,1,1,0,0,0,0,0,0,0,0
1.0,1,0.0,27.0,0,14,900,3,1,1,0,0,0,0,0,0,0,0
1.0,1,0.0,28.0,0,14,901,3,1,1,0,1,0,0,0,1,0,1
1.0,0,0.0,20.0,0,13,1166,3,1,1,1,0,0,0,3,0,2,0
1.0,0,0.0,43.0,0,13,1168,3,1,1,1,1,0,0,3,1,2,0
1.0,0,0.0,22.0,0,14,913,4,1,1,1,1,0,0,2,1,2,1
0.0,1,0.0,27.0,0,12,368,4,1,1,0,0,0,0,0,0,0,1
0.0,1,1.0,35.0,0,9,216,4,1,2,0,0,0,0,0,0,0,1
0.0,1,2.0,37.0,0,1,213,0,2,2,0,0,0,0,0,0,0,1
2.0,0,0.0,24.0,0,13,1077,4,1,3,2,0,3,1,0,0,2,1
2.0,0,2.0,18.0,0,13,1077,4,2,3,3,0,1,0,0,0,2,0
2.0,0,0.0,15.0,0,13,1077,4,3,3,2,0,1,0,1,0,1,0
2.0,0,0.0,28.0,0,13,1169,3,1,1,3,0,0,0,1,0,2,0
1.0,0,0.0,24.0,0,13,1078,4,1,1,0,2,3,0,0,2,3,1
